तर्ज्,भ्वादि,सेट्,प०,तर्जँ भर्त्स॑ने  
कर्ज्,भ्वादि,सेट्,प०,कर्जँ व्यथ॑ने  
खर्ज्,भ्वादि,सेट्,प०,खर्जँ व्यथ॑ने पूज॑ने च  
अज्,भ्वादि,सेट्,प०,अजँ गतिक्षप॒नयोः॑  
तेज्,भ्वादि,सेट्,प०,तेजँ पाल॑ने  
खज्,भ्वादि,सेट्,प०,खजँ म॒न्थे  
कज्,भ्वादि,सेट्,प०,कजँ मदे॑ इत्येके॑  
खञ्ज्,भ्वादि,सेट्,प०,खजिँ गतिवैक॒ल्ये  
एज्,भ्वादि,सेट्,प०,एजृँ कम्प॑ने  
स्फूर्ज्,भ्वादि,सेट्,प०,ट्वोँस्फूर्जाँ वज्रनिर्घो॒षे  
क्षि,भ्वादि,अनिट् ,प०,क्षि॒ क्ष॒ये  
क्षीज्,भ्वादि,सेट्,प०,क्षीजँ अव्य॑क्ते॒ शब्दे॑  
लज्,भ्वादि,सेट्,प०,लजँ भर्जने  
लञ्ज्,भ्वादि,सेट्,प०,लजिँ भर्जने  
लाज्,भ्वादि,सेट्,प०,लाजँ भर्जने भर्त्स॑ने च  
लाञ्ज्,भ्वादि,सेट्,प०,लाजिँ भर्जने भर्त्स॑ने च  
जज्,भ्वादि,सेट्,प०,जजँ यु॒द्धे  
जञ्ज्,भ्वादि,सेट्,प०,जजिँ यु॒द्धे  
तुज्,भ्वादि,सेट्,प०,तुजँ हिं॒साया॑म्  
तुञ्ज्,भ्वादि,सेट्,प०,तुजिँ पाल॑ने  
गज्,भ्वादि,सेट्,प०,गजँ शब्दा॑र्थः  
गञ्ज्,भ्वादि,सेट्,प०,गजिँ शब्दा॑र्थः  
गृज्,भ्वादि,सेट्,प०,गृजँ शब्दा॑र्थः    गजँ मद॑ने च
गृञ्ज्,भ्वादि,सेट्,प०,गृजिँ शब्दा॑र्थः  
मुज्,भ्वादि,सेट्,प०,मुजँ शब्दा॑र्थः  
मुञ्ज्,भ्वादि,सेट्,प०,मुजिँ शब्दा॑र्थाः  
वज्,भ्वादि,सेट्,प०,वजँ गतौ॑  
व्रज्,भ्वादि,सेट्,प०,व्रजँ गतौ॑  
अट्ट्,भ्वादि,सेट्,आ०,अट्टँ॒ अतिक्रमणहिंस॒नयोः॑ (अतिक्रमहिं॒सयोः॑)  
वेष्ट्,भ्वादि,सेट्,आ०,वेष्टँ॒ वेष्ट॑ने  
चेष्ट्,भ्वादि,सेट्,आ०,चेष्टँ॒ चे॒ष्टाया॑म्  
गोष्ट्,भ्वादि,सेट्,आ०,गोष्टँ॒ सङ्घा॒ते  
लोष्ट्,भ्वादि,सेट्,आ०,लोष्टँ॒ सङ्घा॒ते  
घट्ट्,भ्वादि,सेट्,आ०,घट्टँ॒ चल॑ने  
स्फुट्,भ्वादि,सेट्,आ०,स्फुटँ॒ वि॒कस॑ने  
अण्ठ्,भ्वादि,सेट्,आ०,अठिँ॒ गतौ॑  
